Property_ID,Title,Property_Type,Purpose,Category,Price_AED,Rent_Frequency,Bedrooms,Bathrooms,Area_SQFT,Price_Per_SQFT,Community,City,Tier,Latitude,Longitude,Furnished,Completion_Status,Agency,Date_Listed,Date_Extracted,Price_Category,Bedroom_Label
PF100207,Studio Apartment in Arabian Ranches,Studio,For Rent,Residential,133879,Yearly,0,1,2129,62.88,Arabian Ranches,Dubai,Luxury,25.053863,55.266636,Furnished,Ready,CBRE UAE,2024-11-15,2025-02-20,Premium,Studio
PF100208,1 BR Villa in Dubai Sports City,Villa,For Rent,Residential,25048,Yearly,1,1,3037,8.25,Dubai Sports City,Dubai,Affordable,25.05009,55.223837,Furnished,Off-Plan,Allsopp & Allsopp,2025-01-14,2025-02-20,Affordable,1 Bedroom
PF100209,3 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,65659,Yearly,3,3,840,78.17,Dubai Sports City,Dubai,Affordable,25.043265,55.224136,Semi-Furnished,Off-Plan,Driven Properties,2024-03-01,2025-02-20,Mid-Tier,3 Bedrooms
PF100210,3 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,216948,Yearly,3,3,2135,101.61,Palm Jumeirah,Dubai,Luxury,25.113966,55.129906,Semi-Furnished,Ready,CBRE UAE,2024-07-26,2025-02-20,Luxury,3 Bedrooms
PF100211,Studio Apartment in Downtown Dubai,Studio,For Rent,Residential,75937,Yearly,0,1,429,177.01,Downtown Dubai,Dubai,Luxury,25.192942,55.268,Semi-Furnished,Off-Plan,Fäm Properties,2024-04-10,2025-02-20,Mid-Tier,Studio
PF100212,3 BR Penthouse in Deira,Penthouse,For Rent,Residential,38770,Yearly,3,3,628,61.74,Deira,Dubai,Affordable,25.273355,55.312736,Furnished,Off-Plan,Allsopp & Allsopp,2024-11-03,2025-02-20,Affordable,3 Bedrooms
PF100213,4 BR Penthouse in Dubai Hills Estate,Penthouse,For Rent,Residential,193974,Yearly,4,4,821,236.27,Dubai Hills Estate,Dubai,Mid-Tier,25.118457,55.232454,Furnished,Off-Plan,Engel & Völkers,2024-02-02,2025-02-20,Premium,4 Bedrooms
PF100214,3 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,61174,Yearly,3,3,1240,49.33,Dubai Production City,Dubai,Affordable,25.02905,55.192923,Furnished,Ready,Betterhomes,2024-06-21,2025-02-20,Mid-Tier,3 Bedrooms
PF100215,4 BR Apartment in Bur Dubai,Apartment,For Rent,Residential,61158,Yearly,4,4,1144,53.46,Bur Dubai,Dubai,Affordable,25.244546,55.299079,Semi-Furnished,Ready,Provident Estate,2024-09-16,2025-02-20,Mid-Tier,4 Bedrooms
PF100216,3 BR Penthouse in Downtown Dubai,Penthouse,For Rent,Residential,144858,Yearly,3,3,1189,121.83,Downtown Dubai,Dubai,Luxury,25.202288,55.279921,Semi-Furnished,Off-Plan,Provident Estate,2024-04-12,2025-02-20,Premium,3 Bedrooms
PF100217,2 BR Townhouse in DAMAC Hills,Townhouse,For Rent,Residential,58972,Yearly,2,2,2822,20.9,DAMAC Hills,Dubai,Mid-Tier,25.034825,55.250514,Furnished,Off-Plan,Driven Properties,2024-10-24,2025-02-20,Mid-Tier,2 Bedrooms
PF100218,Studio Apartment in Mirdif,Studio,For Rent,Residential,35742,Yearly,0,1,1017,35.14,Mirdif,Dubai,Mid-Tier,25.22362,55.416744,Furnished,Off-Plan,Coldwell Banker,2024-10-11,2025-02-20,Affordable,Studio
PF100219,2 BR Penthouse in Dubai Sports City,Penthouse,For Rent,Residential,46579,Yearly,2,2,911,51.13,Dubai Sports City,Dubai,Affordable,25.038998,55.218678,Unfurnished,Ready,Provident Estate,2024-11-02,2025-02-20,Affordable,2 Bedrooms
PF100220,1 BR Penthouse in Jumeirah Village Circle,Penthouse,For Rent,Residential,27143,Yearly,1,1,1990,13.64,Jumeirah Village Circle,Dubai,Affordable,25.068456,55.209146,Unfurnished,Ready,Driven Properties,2024-04-09,2025-02-20,Affordable,1 Bedroom
PF100221,2 BR Apartment in Jumeirah Lake Towers,Apartment,For Rent,Residential,67029,Yearly,2,2,1819,36.85,Jumeirah Lake Towers,Dubai,Mid-Tier,25.060449,55.144592,Furnished,Off-Plan,Coldwell Banker,2024-05-08,2025-02-20,Mid-Tier,2 Bedrooms
PF100222,4 BR Apartment in Arabian Ranches,Apartment,For Rent,Residential,223618,Yearly,4,4,1070,208.99,Arabian Ranches,Dubai,Luxury,25.059393,55.271152,Semi-Furnished,Ready,Engel & Völkers,2025-01-09,2025-02-20,Luxury,4 Bedrooms
PF100223,2 BR Townhouse in Jumeirah Lake Towers,Townhouse,For Rent,Residential,41403,Yearly,2,2,2085,19.86,Jumeirah Lake Towers,Dubai,Mid-Tier,25.077343,55.149342,Semi-Furnished,Off-Plan,Provident Estate,2024-04-01,2025-02-20,Affordable,2 Bedrooms
PF100224,1 BR Penthouse in Arabian Ranches,Penthouse,For Rent,Residential,134917,Yearly,1,1,1617,83.44,Arabian Ranches,Dubai,Luxury,25.05881,55.267013,Semi-Furnished,Off-Plan,Driven Properties,2024-10-31,2025-02-20,Premium,1 Bedroom
PF100225,2 BR Penthouse in Mirdif,Penthouse,For Rent,Residential,58986,Yearly,2,2,703,83.91,Mirdif,Dubai,Mid-Tier,25.227156,55.422648,Furnished,Off-Plan,Fäm Properties,2024-07-13,2025-02-20,Mid-Tier,2 Bedrooms
PF100226,Studio Apartment in Bur Dubai,Studio,For Rent,Residential,19750,Yearly,0,1,897,22.02,Bur Dubai,Dubai,Affordable,25.243524,55.298266,Semi-Furnished,Off-Plan,Driven Properties,2024-11-26,2025-02-20,Affordable,Studio
PF100227,1 BR Townhouse in Business Bay,Townhouse,For Rent,Residential,49051,Yearly,1,1,3461,14.17,Business Bay,Dubai,Mid-Tier,25.186596,55.259915,Semi-Furnished,Off-Plan,Driven Properties,2024-11-08,2025-02-20,Affordable,1 Bedroom
PF100228,3 BR Penthouse in Arjan,Penthouse,For Rent,Residential,46830,Yearly,3,3,1742,26.88,Arjan,Dubai,Affordable,25.038185,55.215406,Furnished,Ready,CBRE UAE,2024-10-08,2025-02-20,Affordable,3 Bedrooms
PF100229,Studio Apartment in Downtown Dubai,Studio,For Rent,Residential,88792,Yearly,0,1,498,178.3,Downtown Dubai,Dubai,Luxury,25.202487,55.272648,Furnished,Ready,Espace Real Estate,2024-12-19,2025-02-20,Mid-Tier,Studio
PF100230,1 BR Penthouse in Palm Jumeirah,Penthouse,For Rent,Residential,194482,Yearly,1,1,547,355.54,Palm Jumeirah,Dubai,Luxury,25.114757,55.142335,Unfurnished,Off-Plan,Betterhomes,2024-12-12,2025-02-20,Premium,1 Bedroom
PF100231,4 BR Penthouse in Palm Jumeirah,Penthouse,For Rent,Residential,274659,Yearly,4,4,368,746.36,Palm Jumeirah,Dubai,Luxury,25.112988,55.134495,Furnished,Off-Plan,Espace Real Estate,2024-06-26,2025-02-20,Luxury,4 Bedrooms
PF100232,Studio Apartment in Jumeirah Beach Residence,Studio,For Rent,Residential,76866,Yearly,0,1,909,84.56,Jumeirah Beach Residence,Dubai,Luxury,25.071019,55.135296,Unfurnished,Off-Plan,Coldwell Banker,2024-06-09,2025-02-20,Mid-Tier,Studio
PF100233,2 BR Penthouse in Dubai Marina,Penthouse,For Rent,Residential,121644,Yearly,2,2,1296,93.86,Dubai Marina,Dubai,Luxury,25.090305,55.134817,Furnished,Ready,Allsopp & Allsopp,2025-01-16,2025-02-20,Premium,2 Bedrooms
PF100234,3 BR Penthouse in Deira,Penthouse,For Rent,Residential,45732,Yearly,3,3,2249,20.33,Deira,Dubai,Affordable,25.260822,55.299689,Furnished,Off-Plan,Coldwell Banker,2024-04-28,2025-02-20,Affordable,3 Bedrooms
PF100235,4 BR Apartment in Dubai Silicon Oasis,Apartment,For Rent,Residential,37182,Yearly,4,4,1241,29.96,Dubai Silicon Oasis,Dubai,Affordable,25.115128,55.388762,Unfurnished,Off-Plan,Betterhomes,2024-11-17,2025-02-20,Affordable,4 Bedrooms
PF100236,2 BR Apartment in Dubai Marina,Apartment,For Rent,Residential,88657,Yearly,2,2,1588,55.83,Dubai Marina,Dubai,Luxury,25.070813,55.134443,Semi-Furnished,Off-Plan,Allsopp & Allsopp,2024-04-14,2025-02-20,Mid-Tier,2 Bedrooms
PF100237,1 BR Villa in Jumeirah Village Circle,Villa,For Rent,Residential,50496,Yearly,1,1,3537,14.28,Jumeirah Village Circle,Dubai,Affordable,25.062641,55.208811,Semi-Furnished,Ready,Allsopp & Allsopp,2024-08-15,2025-02-20,Mid-Tier,1 Bedroom
PF100238,2 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,28260,Yearly,2,2,2090,13.52,Dubai Sports City,Dubai,Affordable,25.037643,55.21652,Semi-Furnished,Off-Plan,Fäm Properties,2024-12-06,2025-02-20,Affordable,2 Bedrooms
PF100239,2 BR Penthouse in Palm Jumeirah,Penthouse,For Rent,Residential,277747,Yearly,2,2,1234,225.08,Palm Jumeirah,Dubai,Luxury,25.109516,55.147823,Furnished,Off-Plan,Allsopp & Allsopp,2024-09-09,2025-02-20,Luxury,2 Bedrooms
PF100240,2 BR Villa in Arabian Ranches,Villa,For Rent,Residential,134342,Yearly,2,2,1022,131.45,Arabian Ranches,Dubai,Luxury,25.048659,55.267,Furnished,Off-Plan,Fäm Properties,2024-12-21,2025-02-20,Premium,2 Bedrooms
PF100241,Studio Apartment in International City,Studio,For Rent,Residential,10499,Yearly,0,1,321,32.71,International City,Dubai,Affordable,25.172159,55.412795,Furnished,Ready,Allsopp & Allsopp,2024-06-18,2025-02-20,Affordable,Studio
PF100242,3 BR Penthouse in Dubai Hills Estate,Penthouse,For Rent,Residential,152599,Yearly,3,3,1971,77.42,Dubai Hills Estate,Dubai,Mid-Tier,25.105966,55.229792,Furnished,Off-Plan,Coldwell Banker,2024-11-10,2025-02-20,Premium,3 Bedrooms
PF100243,2 BR Penthouse in Palm Jumeirah,Penthouse,For Rent,Residential,253493,Yearly,2,2,646,392.4,Palm Jumeirah,Dubai,Luxury,25.116897,55.140191,Semi-Furnished,Ready,Coldwell Banker,2024-06-04,2025-02-20,Luxury,2 Bedrooms
PF100244,1 BR Townhouse in Dubai Hills Estate,Townhouse,For Rent,Residential,69628,Yearly,1,1,2548,27.33,Dubai Hills Estate,Dubai,Mid-Tier,25.113762,55.229265,Unfurnished,Off-Plan,Driven Properties,2024-09-10,2025-02-20,Mid-Tier,1 Bedroom
PF100245,Studio Apartment in Arjan,Studio,For Rent,Residential,25833,Yearly,0,1,1330,19.42,Arjan,Dubai,Affordable,25.053684,55.215418,Semi-Furnished,Ready,Engel & Völkers,2024-10-11,2025-02-20,Affordable,Studio
PF100246,1 BR Townhouse in Jumeirah Beach Residence,Townhouse,For Rent,Residential,60120,Yearly,1,1,3591,16.74,Jumeirah Beach Residence,Dubai,Luxury,25.072844,55.135304,Unfurnished,Off-Plan,Coldwell Banker,2024-07-18,2025-02-20,Mid-Tier,1 Bedroom
PF100247,1 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,149842,Yearly,1,1,1995,75.11,Arabian Ranches,Dubai,Luxury,25.05288,55.262953,Unfurnished,Off-Plan,Engel & Völkers,2024-08-22,2025-02-20,Premium,1 Bedroom
PF100248,1 BR Townhouse in DAMAC Hills,Townhouse,For Rent,Residential,52251,Yearly,1,1,2646,19.75,DAMAC Hills,Dubai,Mid-Tier,25.03363,55.238659,Semi-Furnished,Ready,Savills UAE,2024-03-30,2025-02-20,Mid-Tier,1 Bedroom
PF100249,1 BR Apartment in Dubai Production City,Apartment,For Rent,Residential,33480,Yearly,1,1,2190,15.29,Dubai Production City,Dubai,Affordable,25.042959,55.190193,Semi-Furnished,Ready,Coldwell Banker,2024-06-29,2025-02-20,Affordable,1 Bedroom
PF100250,1 BR Townhouse in Arjan,Townhouse,For Rent,Residential,30702,Yearly,1,1,2419,12.69,Arjan,Dubai,Affordable,25.047973,55.215305,Furnished,Off-Plan,Savills UAE,2024-08-12,2025-02-20,Affordable,1 Bedroom
PF100251,4 BR Penthouse in Arjan,Penthouse,For Rent,Residential,91801,Yearly,4,4,2013,45.6,Arjan,Dubai,Affordable,25.045673,55.216814,Semi-Furnished,Ready,Allsopp & Allsopp,2024-08-03,2025-02-20,Mid-Tier,4 Bedrooms
PF100252,2 BR Villa in Al Barsha,Villa,For Rent,Residential,72360,Yearly,2,2,712,101.63,Al Barsha,Dubai,Mid-Tier,25.109764,55.202301,Unfurnished,Off-Plan,Coldwell Banker,2024-12-28,2025-02-20,Mid-Tier,2 Bedrooms
PF100253,Studio Apartment in Jumeirah Beach Residence,Studio,For Rent,Residential,48962,Yearly,0,1,1359,36.03,Jumeirah Beach Residence,Dubai,Luxury,25.07064,55.137837,Semi-Furnished,Ready,Engel & Völkers,2024-11-12,2025-02-20,Affordable,Studio
PF100254,3 BR Penthouse in International City,Penthouse,For Rent,Residential,51969,Yearly,3,3,2349,22.12,International City,Dubai,Affordable,25.156315,55.423854,Furnished,Off-Plan,Coldwell Banker,2024-10-05,2025-02-20,Mid-Tier,3 Bedrooms
PF100255,Studio Apartment in Dubai Marina,Studio,For Rent,Residential,46784,Yearly,0,1,1726,27.11,Dubai Marina,Dubai,Luxury,25.076738,55.139407,Semi-Furnished,Off-Plan,Fäm Properties,2024-05-16,2025-02-20,Affordable,Studio
PF100256,Studio Apartment in Arjan,Studio,For Rent,Residential,28357,Yearly,0,1,2153,13.17,Arjan,Dubai,Affordable,25.041178,55.207005,Furnished,Ready,Fäm Properties,2025-01-29,2025-02-20,Affordable,Studio
PF100257,1 BR Villa in Jumeirah Beach Residence,Villa,For Rent,Residential,106842,Yearly,1,1,1779,60.06,Jumeirah Beach Residence,Dubai,Luxury,25.077238,55.12952,Unfurnished,Ready,Coldwell Banker,2024-09-06,2025-02-20,Premium,1 Bedroom
PF100258,1 BR Penthouse in Dubai Hills Estate,Penthouse,For Rent,Residential,78294,Yearly,1,1,419,186.86,Dubai Hills Estate,Dubai,Mid-Tier,25.118648,55.245662,Semi-Furnished,Off-Plan,Coldwell Banker,2024-09-18,2025-02-20,Mid-Tier,1 Bedroom
PF100259,1 BR Villa in Palm Jumeirah,Villa,For Rent,Residential,177076,Yearly,1,1,862,205.42,Palm Jumeirah,Dubai,Luxury,25.113947,55.14499,Furnished,Off-Plan,Fäm Properties,2024-11-01,2025-02-20,Premium,1 Bedroom
PF100260,3 BR Apartment in Jumeirah Lake Towers,Apartment,For Rent,Residential,74631,Yearly,3,3,2304,32.39,Jumeirah Lake Towers,Dubai,Mid-Tier,25.069154,55.142882,Unfurnished,Off-Plan,Savills UAE,2024-12-02,2025-02-20,Mid-Tier,3 Bedrooms
PF100261,2 BR Townhouse in Jumeirah Beach Residence,Townhouse,For Rent,Residential,130510,Yearly,2,2,1763,74.03,Jumeirah Beach Residence,Dubai,Luxury,25.082475,55.13702,Semi-Furnished,Ready,Espace Real Estate,2024-07-02,2025-02-20,Premium,2 Bedrooms
PF100262,Studio Apartment in Dubai Silicon Oasis,Studio,For Rent,Residential,18817,Yearly,0,1,1550,12.14,Dubai Silicon Oasis,Dubai,Affordable,25.113239,55.378866,Semi-Furnished,Off-Plan,Coldwell Banker,2024-04-13,2025-02-20,Affordable,Studio
PF100263,1 BR Penthouse in Arabian Ranches,Penthouse,For Rent,Residential,168627,Yearly,1,1,1060,159.08,Arabian Ranches,Dubai,Luxury,25.053033,55.270148,Furnished,Ready,Engel & Völkers,2024-12-27,2025-02-20,Premium,1 Bedroom
PF100264,1 BR Villa in Jumeirah Village Circle,Villa,For Rent,Residential,38931,Yearly,1,1,4044,9.63,Jumeirah Village Circle,Dubai,Affordable,25.061488,55.21531,Unfurnished,Ready,Provident Estate,2024-02-05,2025-02-20,Affordable,1 Bedroom
PF100265,4 BR Penthouse in Deira,Penthouse,For Rent,Residential,50109,Yearly,4,4,2314,21.65,Deira,Dubai,Affordable,25.268013,55.316298,Furnished,Ready,Savills UAE,2024-10-08,2025-02-20,Mid-Tier,4 Bedrooms
PF100266,1 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,131999,Yearly,1,1,2601,50.75,Palm Jumeirah,Dubai,Luxury,25.106897,55.134773,Semi-Furnished,Off-Plan,CBRE UAE,2024-09-22,2025-02-20,Premium,1 Bedroom
PF100267,Studio Apartment in Dubai Sports City,Studio,For Rent,Residential,16242,Yearly,0,1,1397,11.63,Dubai Sports City,Dubai,Affordable,25.048502,55.231466,Semi-Furnished,Ready,Engel & Völkers,2024-08-06,2025-02-20,Affordable,Studio
PF100268,1 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,19148,Yearly,1,1,1313,14.58,Dubai Production City,Dubai,Affordable,25.030054,55.205986,Unfurnished,Off-Plan,Allsopp & Allsopp,2024-09-18,2025-02-20,Affordable,1 Bedroom
PF100269,Studio Apartment in Al Nahda,Studio,For Rent,Residential,12882,Yearly,0,1,1159,11.11,Al Nahda,Dubai,Affordable,25.298114,55.381158,Semi-Furnished,Off-Plan,Espace Real Estate,2024-07-29,2025-02-20,Affordable,Studio
PF100270,1 BR Villa in Arabian Ranches,Villa,For Rent,Residential,128973,Yearly,1,1,836,154.27,Arabian Ranches,Dubai,Luxury,25.054701,55.270046,Semi-Furnished,Ready,Fäm Properties,2024-12-02,2025-02-20,Premium,1 Bedroom
PF100271,2 BR Townhouse in Jumeirah Village Circle,Townhouse,For Rent,Residential,61840,Yearly,2,2,1130,54.73,Jumeirah Village Circle,Dubai,Affordable,25.051812,55.213002,Furnished,Off-Plan,Espace Real Estate,2024-08-29,2025-02-20,Mid-Tier,2 Bedrooms
PF100272,1 BR Villa in Business Bay,Villa,For Rent,Residential,71134,Yearly,1,1,2988,23.81,Business Bay,Dubai,Mid-Tier,25.19177,55.270229,Unfurnished,Off-Plan,Espace Real Estate,2025-01-12,2025-02-20,Mid-Tier,1 Bedroom
PF100273,2 BR Penthouse in DAMAC Hills,Penthouse,For Rent,Residential,67128,Yearly,2,2,2151,31.21,DAMAC Hills,Dubai,Mid-Tier,25.01881,55.246692,Unfurnished,Off-Plan,Fäm Properties,2024-03-19,2025-02-20,Mid-Tier,2 Bedrooms
PF100274,3 BR Townhouse in Al Nahda,Townhouse,For Rent,Residential,44482,Yearly,3,3,370,120.22,Al Nahda,Dubai,Affordable,25.299278,55.386343,Semi-Furnished,Off-Plan,Fäm Properties,2024-03-19,2025-02-20,Affordable,3 Bedrooms
PF100275,4 BR Penthouse in Dubai Marina,Penthouse,For Rent,Residential,155326,Yearly,4,4,2059,75.44,Dubai Marina,Dubai,Luxury,25.086997,55.140194,Unfurnished,Off-Plan,CBRE UAE,2024-07-15,2025-02-20,Premium,4 Bedrooms
PF100276,1 BR Penthouse in DAMAC Hills,Penthouse,For Rent,Residential,71163,Yearly,1,1,1707,41.69,DAMAC Hills,Dubai,Mid-Tier,25.035183,55.246045,Furnished,Off-Plan,Betterhomes,2024-02-24,2025-02-20,Mid-Tier,1 Bedroom
PF100277,1 BR Penthouse in Jumeirah Beach Residence,Penthouse,For Rent,Residential,101385,Yearly,1,1,302,335.71,Jumeirah Beach Residence,Dubai,Luxury,25.086037,55.131456,Furnished,Off-Plan,Espace Real Estate,2025-01-18,2025-02-20,Premium,1 Bedroom
PF100278,Studio Apartment in Mirdif,Studio,For Rent,Residential,38949,Yearly,0,1,1776,21.93,Mirdif,Dubai,Mid-Tier,25.216108,55.415637,Furnished,Ready,Coldwell Banker,2024-12-29,2025-02-20,Affordable,Studio
PF100279,1 BR Penthouse in Jumeirah Village Circle,Penthouse,For Rent,Residential,28683,Yearly,1,1,689,41.63,Jumeirah Village Circle,Dubai,Affordable,25.049122,55.207536,Semi-Furnished,Ready,CBRE UAE,2024-04-08,2025-02-20,Affordable,1 Bedroom
PF100280,Studio Apartment in Al Nahda,Studio,For Rent,Residential,9132,Yearly,0,1,1707,5.35,Al Nahda,Dubai,Affordable,25.298242,55.389163,Semi-Furnished,Ready,Engel & Völkers,2024-09-04,2025-02-20,Affordable,Studio
PF100281,1 BR Penthouse in Dubai Marina,Penthouse,For Rent,Residential,60695,Yearly,1,1,719,84.42,Dubai Marina,Dubai,Luxury,25.072564,55.137651,Furnished,Off-Plan,Espace Real Estate,2024-07-03,2025-02-20,Mid-Tier,1 Bedroom
PF100282,Studio Apartment in Business Bay,Studio,For Rent,Residential,44883,Yearly,0,1,334,134.38,Business Bay,Dubai,Mid-Tier,25.187406,55.258282,Semi-Furnished,Ready,Espace Real Estate,2024-07-29,2025-02-20,Affordable,Studio
PF100283,4 BR Penthouse in Bur Dubai,Penthouse,For Rent,Residential,58855,Yearly,4,4,655,89.85,Bur Dubai,Dubai,Affordable,25.261132,55.29,Semi-Furnished,Off-Plan,Fäm Properties,2024-04-04,2025-02-20,Mid-Tier,4 Bedrooms
PF100284,2 BR Villa in Bur Dubai,Villa,For Rent,Residential,37114,Yearly,2,2,2618,14.18,Bur Dubai,Dubai,Affordable,25.256092,55.292163,Semi-Furnished,Off-Plan,Betterhomes,2024-12-04,2025-02-20,Affordable,2 Bedrooms
PF100285,1 BR Villa in Jumeirah Village Circle,Villa,For Rent,Residential,42471,Yearly,1,1,2771,15.33,Jumeirah Village Circle,Dubai,Affordable,25.062023,55.213676,Unfurnished,Off-Plan,Allsopp & Allsopp,2024-06-02,2025-02-20,Affordable,1 Bedroom
PF100286,3 BR Apartment in Al Barsha,Apartment,For Rent,Residential,87145,Yearly,3,3,349,249.7,Al Barsha,Dubai,Mid-Tier,25.118238,55.208078,Unfurnished,Off-Plan,Fäm Properties,2024-04-08,2025-02-20,Mid-Tier,3 Bedrooms
PF100287,1 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,34470,Yearly,1,1,598,57.64,Dubai Production City,Dubai,Affordable,25.024434,55.187351,Furnished,Ready,Betterhomes,2024-06-14,2025-02-20,Affordable,1 Bedroom
PF100288,4 BR Townhouse in Deira,Townhouse,For Rent,Residential,60895,Yearly,4,4,4454,13.67,Deira,Dubai,Affordable,25.275042,55.307972,Furnished,Ready,Driven Properties,2024-08-24,2025-02-20,Mid-Tier,4 Bedrooms
PF100289,2 BR Apartment in Dubai Marina,Apartment,For Rent,Residential,127815,Yearly,2,2,1132,112.91,Dubai Marina,Dubai,Luxury,25.089986,55.133408,Unfurnished,Ready,Driven Properties,2024-07-17,2025-02-20,Premium,2 Bedrooms
PF100290,1 BR Apartment in Bur Dubai,Apartment,For Rent,Residential,28715,Yearly,1,1,653,43.97,Bur Dubai,Dubai,Affordable,25.261693,55.28952,Semi-Furnished,Ready,Driven Properties,2024-12-10,2025-02-20,Affordable,1 Bedroom
PF100291,Studio Apartment in Dubai Hills Estate,Studio,For Rent,Residential,30830,Yearly,0,1,862,35.77,Dubai Hills Estate,Dubai,Mid-Tier,25.11793,55.231277,Semi-Furnished,Off-Plan,Espace Real Estate,2024-07-27,2025-02-20,Affordable,Studio
PF100292,1 BR Townhouse in International City,Townhouse,For Rent,Residential,29411,Yearly,1,1,1317,22.33,International City,Dubai,Affordable,25.168729,55.404487,Unfurnished,Ready,Driven Properties,2024-09-07,2025-02-20,Affordable,1 Bedroom
PF100293,Studio Apartment in DAMAC Hills,Studio,For Rent,Residential,41257,Yearly,0,1,2164,19.07,DAMAC Hills,Dubai,Mid-Tier,25.027516,55.231909,Furnished,Off-Plan,Espace Real Estate,2024-11-17,2025-02-20,Affordable,Studio
PF100294,Studio Apartment in Mirdif,Studio,For Rent,Residential,36305,Yearly,0,1,772,47.03,Mirdif,Dubai,Mid-Tier,25.215668,55.418376,Furnished,Ready,Betterhomes,2024-02-23,2025-02-20,Affordable,Studio
PF100295,2 BR Penthouse in Arjan,Penthouse,For Rent,Residential,34051,Yearly,2,2,1033,32.96,Arjan,Dubai,Affordable,25.053423,55.21815,Semi-Furnished,Off-Plan,Provident Estate,2024-11-10,2025-02-20,Affordable,2 Bedrooms
PF100296,1 BR Penthouse in Dubai Silicon Oasis,Penthouse,For Rent,Residential,30076,Yearly,1,1,1411,21.32,Dubai Silicon Oasis,Dubai,Affordable,25.12742,55.382831,Semi-Furnished,Ready,Espace Real Estate,2024-04-02,2025-02-20,Affordable,1 Bedroom
PF100297,4 BR Apartment in Al Barsha,Apartment,For Rent,Residential,96412,Yearly,4,4,582,165.66,Al Barsha,Dubai,Mid-Tier,25.11604,55.206721,Unfurnished,Ready,CBRE UAE,2024-07-09,2025-02-20,Mid-Tier,4 Bedrooms
PF100298,Studio Apartment in Al Nahda,Studio,For Rent,Residential,15044,Yearly,0,1,1121,13.42,Al Nahda,Dubai,Affordable,25.287732,55.38509,Furnished,Off-Plan,Fäm Properties,2024-12-15,2025-02-20,Affordable,Studio
PF100299,3 BR Villa in DAMAC Hills,Villa,For Rent,Residential,117602,Yearly,3,3,4827,24.36,DAMAC Hills,Dubai,Mid-Tier,25.03251,55.235703,Unfurnished,Ready,Provident Estate,2024-02-04,2025-02-20,Premium,3 Bedrooms
PF100300,2 BR Apartment in Dubai Production City,Apartment,For Rent,Residential,31479,Yearly,2,2,305,103.21,Dubai Production City,Dubai,Affordable,25.039279,55.193525,Furnished,Ready,CBRE UAE,2024-07-07,2025-02-20,Affordable,2 Bedrooms
PF100301,3 BR Penthouse in Al Barsha,Penthouse,For Rent,Residential,50310,Yearly,3,3,883,56.98,Al Barsha,Dubai,Mid-Tier,25.112733,55.191261,Semi-Furnished,Off-Plan,Fäm Properties,2024-05-29,2025-02-20,Mid-Tier,3 Bedrooms
PF100302,Studio Apartment in Al Nahda,Studio,For Rent,Residential,18515,Yearly,0,1,691,26.79,Al Nahda,Dubai,Affordable,25.292009,55.382144,Furnished,Ready,Coldwell Banker,2024-08-20,2025-02-20,Affordable,Studio
PF100303,1 BR Townhouse in Business Bay,Townhouse,For Rent,Residential,50472,Yearly,1,1,2930,17.23,Business Bay,Dubai,Mid-Tier,25.193721,55.262859,Unfurnished,Off-Plan,Driven Properties,2024-07-17,2025-02-20,Mid-Tier,1 Bedroom
PF100304,Studio Apartment in Al Barsha,Studio,For Rent,Residential,25642,Yearly,0,1,857,29.92,Al Barsha,Dubai,Mid-Tier,25.114099,55.201094,Furnished,Ready,Engel & Völkers,2024-04-20,2025-02-20,Affordable,Studio
PF100305,2 BR Penthouse in Al Nahda,Penthouse,For Rent,Residential,19760,Yearly,2,2,2495,7.92,Al Nahda,Dubai,Affordable,25.289066,55.384807,Unfurnished,Off-Plan,Driven Properties,2024-09-19,2025-02-20,Affordable,2 Bedrooms
PF100306,Studio Apartment in Jumeirah Beach Residence,Studio,For Rent,Residential,52829,Yearly,0,1,1546,34.17,Jumeirah Beach Residence,Dubai,Luxury,25.082728,55.136838,Furnished,Off-Plan,Espace Real Estate,2024-02-21,2025-02-20,Mid-Tier,Studio
PF100307,1 BR Townhouse in Dubai Marina,Townhouse,For Rent,Residential,88855,Yearly,1,1,4556,19.5,Dubai Marina,Dubai,Luxury,25.071479,55.136277,Furnished,Off-Plan,Engel & Völkers,2024-04-30,2025-02-20,Mid-Tier,1 Bedroom
PF100308,4 BR Villa in Dubai Production City,Villa,For Rent,Residential,40654,Yearly,4,4,4135,9.83,Dubai Production City,Dubai,Affordable,25.026138,55.201876,Furnished,Ready,Provident Estate,2024-04-03,2025-02-20,Affordable,4 Bedrooms
PF100309,1 BR Penthouse in Business Bay,Penthouse,For Rent,Residential,55576,Yearly,1,1,644,86.3,Business Bay,Dubai,Mid-Tier,25.186846,55.260176,Furnished,Ready,Provident Estate,2024-03-10,2025-02-20,Mid-Tier,1 Bedroom
